Fwy Name	District	County	City	Abs PM	Length	station_id	Name	Type	Sensor Type	HOV	Road Width	Lane Width	Inner Shoulder Width	Outer Shoulder Width	Design Speed Limit	Inner Median Type	Inner Median Width	Terrain	Population	Barrier	Surface	Roadway Use	Lat	Lng	Direction	Fwy
US101-N	5	Santa Barbara	Santa Barbara	99.081	0.656	501012012	LAS POSITAS RD 101 SB PM 99.099	Mainline		No	36 ft	12.0 ft	7 ft	8 ft	70 mph	Paved - No Roadway Use	16 ft	Flat	Urbanized	Three Beam Barrier	"Base & Surface >= 7"" Thick"	No Special Features	34.427024	-119.727521	N	101
US101-N	5	Santa Barbara	Santa Barbara	99.739	0.532	501012022	LAS POSIATAS RD101 SB PM 99.757	Mainline	radars	No	36 ft	12.0 ft	7 ft	8 ft	70 mph	Paved - No Roadway Use	16 ft	Flat	Urbanized	Concrete Barrier	"Base & Surface >= 7"" Thick"	No Special Features	34.42886	-119.738795	N	101
US101-N	5	Santa Barbara	Santa Barbara	100.144	0.5	501012031	HOPE AVE 101 NB VDS MLNB NB	Mainline		No	36 ft	12.0 ft	7 ft	8 ft	70 mph	Separate Grades	38 ft	Flat	Urbanized	Three Beam Barrier	"Base & Surface >= 7"" Thick"	No Special Features	34.431717	-119.744941	N	101
US101-N	5	Santa Barbara	Santa Barbara	100.738		501012041	STATE ST 101 NB PM 100.757 VDS O	Off Ramp		No	36 ft	12.0 ft	10 ft	12 ft	70 mph	Paved - No Roadway Use	22 ft	Flat	Urbanized	Conc. Barrier, Both Ways Inside Both Shoulders	"Base & Surface >= 7"" Thick"	No Special Features	34.437687	-119.752386	N	101
US101-N	5	Santa Barbara	Santa Barbara	100.739	0.498	501012042	STATE ST 101 NB PM 100.757 VDS M	Mainline	radars	No	36 ft	12.0 ft	10 ft	12 ft	70 mph	Paved - No Roadway Use	22 ft	Flat	Urbanized	Conc. Barrier, Both Ways Inside Both Shoulders	"Base & Surface >= 7"" Thick"	No Special Features	34.437697	-119.752399	N	101
US101-N	5	Santa Barbara	Santa Barbara	101.141	0.548	501012051	STATE ST 101 NB PM 101.16 VDS ML	Mainline	radars	No	36 ft	12.0 ft	10 ft	12 ft	70 mph	Paved - No Roadway Use	22 ft	Flat	Urbanized	Conc. Barrier, Both Ways Inside Both Shoulders	"Base & Surface >= 7"" Thick"	No Special Features	34.441126	-119.757898	N	101
US101-N	5	Santa Barbara		101.834	0.746	501012062	STATE ST 101 SB PM 101.852 VDS M	Mainline	radars	No	36 ft	12.0 ft	10 ft	12 ft	70 mph	Paved - No Roadway Use	22 ft	Flat	Urbanized	Conc. Barrier, Both Ways Inside Both Shoulders	Concrete	No Special Features	34.441104	-119.769976	N	101
US101-N	5	Santa Barbara		101.835		501012063	STATE ST 101 SB PM 101.852 VDS O	On Ramp		No	36 ft	12.0 ft	10 ft	12 ft	70 mph	Paved - No Roadway Use	22 ft	Flat	Urbanized	Conc. Barrier, Both Ways Inside Both Shoulders	Concrete	No Special Features	34.441106	-119.769993	N	101
US101-N	5	Santa Barbara		102.635	0.68	501012071	TURNPIKE AVE 101 NB PM 102.654 V	Mainline	radars	No	36 ft	12.0 ft	10 ft	12 ft	70 mph	Paved - No Roadway Use	22 ft	Flat	Urbanized	Conc. Barrier, Both Ways Inside Both Shoulders	Concrete	No Special Features	34.442158	-119.783847	N	101
US101-N	5	Santa Barbara		103.195	0.614	501012082	TURNPIKE AVE 101 SB PM 103.213 V	Mainline	radars	No	36 ft	12.0 ft	10 ft	12 ft	70 mph	Unpaved	22 ft	Rolling	Urbanized	Conc. Barrier, Both Ways Inside Both Shoulders	"Base & Surface >= 7"" Thick"	No Special Features	34.44193	-119.793576	N	101
US101-N	5	Santa Barbara		103.864	0.638	501012091	PATTERSON AVE 101 NB PM 103.883	Mainline	radars	No	36 ft	12.0 ft	10 ft	12 ft	70 mph	Paved - No Roadway Use	22 ft	Rolling	Urbanized	Conc. Barrier, Both Ways Inside Both Shoulders	Bridge Deck	No Special Features	34.441743	-119.805266	N	101
US101-N	5	Santa Barbara		104.473	0.577	501012102	PATTERSON AVE 101 SB PM 104.491	Mainline	radars	No	36 ft	12.0 ft	10 ft	12 ft	70 mph	Separate Structure	22 ft	Rolling	Urbanized	Conc. Barrier, Both Ways Inside Both Shoulders	Concrete	No Special Features	34.441166	-119.815815	N	101
US101-N	5	Santa Barbara		105.02	0.6	501012111	FAIRVIEW AVE 101 NB PM 105.039 V	Mainline	radars	No	36 ft	12.0 ft	10 ft	12 ft	70 mph	Separate Structure	22 ft	Rolling	Urbanized	Conc. Barrier, Both Ways Inside Both Shoulders	Concrete	No Special Features	34.440281	-119.825329	N	101
US101-N	5	Santa Barbara		105.674	0.629	501012122	FAIRVIEW AVE 101 SB PM 105.692 V	Mainline		No	36 ft	12.0 ft	10 ft	12 ft	70 mph	Unpaved	22 ft	Flat	Urbanized	Three Beam Barrier	Concrete	Lane Transitions	34.439213	-119.836702	N	101
US101-N	5	Santa Barbara		106.278	0.612	501012131	LOS CARNEROS AVE 101 NB PM 106.2	Mainline		No	24 ft	12.0 ft	5 ft	8 ft	70 mph	Unpaved	34 ft	Flat	Urbanized	Three Beam Barrier	Concrete	Lane Transitions	34.438091	-119.847186	N	101
US101-N	5	Santa Barbara		106.897	0.862	501012143	LOS CARNEROS AVE 101 SB PM 106.9	Mainline		No	24 ft	12.0 ft	5 ft	8 ft	70 mph	Unpaved	34 ft	Flat	Urbanized	Three Beam Barrier	"Base & Surface >= 7"" Thick"	Lane Transitions	34.436966	-119.857906	N	101
US101-N	5	Santa Barbara		108.003	1.171	501012152	GLEN ANNIE AVE 101 SB VDS MLNB N	Mainline		No	24 ft	12.0 ft	5 ft	8 ft	70 mph	Unpaved	34 ft	Flat	Urbanized	Concrete Barrier	"Base & Surface >= 7"" Thick"	No Special Features	34.433001	-119.876613	N	101
US101-N	5	Santa Barbara		109.238		501013011	WINCHESTER CANYON RD 101 NB VDS	Off Ramp		No	24 ft	12.0 ft	5 ft	8 ft	70 mph	Unpaved	34 ft	Flat	Urbanized	Concrete Barrier	"Base & Surface >= 7"" Thick"	No Special Features	34.432512	-119.898204	N	101
US101-N	5	Santa Barbara		109.239	3.118	501013012	WINCHESTER CANYON RD 101 NB VDS	Mainline		No	24 ft	12.0 ft	5 ft	8 ft	70 mph	Unpaved	34 ft	Flat	Urbanized	Concrete Barrier	"Base & Surface >= 7"" Thick"	No Special Features	34.432512	-119.898221	N	101
US101-N	5	Santa Barbara		166.03		501014021	UNION VALLEY PARKWAY 101 NB VDS	On Ramp		No	24 ft	12.0 ft	5 ft	10 ft	70 mph	Unpaved	76 ft	Rolling	Urbanized	No Barriers	Concrete	No Special Features	34.879495	-120.40815	N	101
US101-N	5	Santa Barbara		166.031	3.131	501014022	UNION VALLEY PARKWAY 101 NB VDS	Mainline		No	24 ft	12.0 ft	5 ft	10 ft	70 mph	Unpaved	76 ft	Rolling	Urbanized	No Barriers	Concrete	No Special Features	34.879507	-120.40816	N	101
US101-N	5	Santa Barbara		167.293	1.458	501014033	SANTA MARIA WAY 101 SB VDS MLNB	Mainline		No	24 ft	12.0 ft	5 ft	8 ft	70 mph	Unpaved	46 ft	Rolling	Urbanized	No Barriers	Concrete	No Special Features	34.895329	-120.418037	N	101
US101-N	5	Santa Barbara		168.947	1.098	501014041	BETTERAVIA RD 101 NB VDS MLNB NB	Mainline		No	24 ft	12.0 ft	5 ft	8 ft	70 mph	Unpaved	46 ft	Rolling	Urbanized	No Barriers	Concrete	No Special Features	34.919428	-120.417764	N	101
US101-N	5	Santa Barbara		169.489	0.68	501014052	BETTERAVIA RD 101 SB VDS MLNB NB	Mainline		No	24 ft	12.0 ft	5 ft	8 ft	70 mph	Unpaved	46 ft	Rolling	Urbanized	No Barriers	Concrete	No Special Features	34.927321	-120.417703	N	101
US101-N	5	Santa Barbara		170.307	0.73	501014062	STOWELL RD 101 SB VDS MLNB NB	Mainline		No	24 ft	12.0 ft	5 ft	8 ft	70 mph	Unpaved	46 ft	Rolling	Urbanized	No Barriers	Concrete	No Special Features	34.939225	-120.417619	N	101
US101-N	5	Santa Barbara		170.308		501014063	STOWELL RD 101 SB VDS OFNB NB	Off Ramp		No	24 ft	12.0 ft	5 ft	8 ft	70 mph	Unpaved	46 ft	Rolling	Urbanized	No Barriers	Concrete	No Special Features	34.939239	-120.417619	N	101
US101-N	5	Santa Barbara	Santa Maria	170.949	0.619	501014071	MAIN ST HWY 166 WEST AT 101 NB V	Mainline		No	24 ft	12.0 ft	5 ft	8 ft	70 mph	Unpaved	46 ft	Rolling	Urbanized	No Barriers	Concrete	No Special Features	34.948562	-120.417387	N	101
US101-N	5	Santa Barbara	Santa Maria	171.545	0.774	501014082	MAIN ST HWY 166 WEST AT 101 SB V	Mainline		No	24 ft	12.0 ft	5 ft	8 ft	70 mph	Unpaved	46 ft	Rolling	Urbanized	Three Beam Barrier	Concrete	No Special Features	34.957221	-120.417389	N	101
US101-N	5	Santa Barbara	Santa Maria	172.497	1.037	501014091	DONOVAN RD 101 NB VDS MLNB NB	Mainline		No	24 ft	12.0 ft	5 ft	8 ft	70 mph	Unpaved	46 ft	Rolling	Urbanized	Three Beam Barrier	Concrete	No Special Features	34.969835	-120.424155	N	101
US101-N	5	Santa Barbara	Santa Maria	173.618	0.642	501014102	BROADWAY HWY 135 101 SB VDS MLNB	Mainline		No	24 ft	12.0 ft	5 ft	8 ft	70 mph	Unpaved	46 ft	Rolling	Urbanized	Three Beam Barrier	Concrete	No Special Features	34.984542	-120.432631	N	101
US101-N	5	San Luis Obispo	Arroyo Grande	186.921	2.66	501015113	GRAND AVE HWY 227 101 SB VDS MLN	Mainline		No	24 ft	12.0 ft	5 ft	8 ft	70 mph	Unpaved	40 ft	Rolling	Urban	Three Beam Barrier	"Base & Surface >= 7"" Thick"	No Special Features	35.1224	-120.586755	N	101
US101-N	5	San Luis Obispo	Arroyo Grande	187.24		501015121	BRISCO RD 101 NB VDS OFNB NB	Off Ramp		No	24 ft	12.0 ft	5 ft	8 ft	70 mph	Unpaved	40 ft	Rolling	Urban	Three Beam Barrier	"Base & Surface >= 7"" Thick"	No Special Features	35.123979	-120.592065	N	101
US101-N	5	San Luis Obispo	Arroyo Grande	187.241	0.462	501015122	BRISCO RD 101 NB VDS MLNB NB	Mainline		No	24 ft	12.0 ft	5 ft	8 ft	70 mph	Unpaved	40 ft	Rolling	Urban	Three Beam Barrier	"Base & Surface >= 7"" Thick"	No Special Features	35.123984	-120.592082	N	101
US101-N	5	San Luis Obispo	Arroyo Grande	187.844	0.512	501015131	CAMINO MERCADO 101 NB VDS MLNB N	Mainline		No	24 ft	12.0 ft	5 ft	8 ft	70 mph	Unpaved	40 ft	Rolling	Urban	Three Beam Barrier	"Base & Surface >= 7"" Thick"	No Special Features	35.128343	-120.601317	N	101
US101-N	5	San Luis Obispo	Arroyo Grande	188.265		501015141	OAK PARK BLVD 101 NB VDS ONNB NB	On Ramp		No	24 ft	12.0 ft	5 ft	8 ft	70 mph	Unpaved	40 ft	Rolling	Urban	Three Beam Barrier	"Base & Surface >= 7"" Thick"	No Special Features	35.130557	-120.608196	N	101
US101-N	5	San Luis Obispo	Arroyo Grande	188.266	0.46	501015142	OAK PARK BLVD 101 NB VDS MLNB NB	Mainline		No	24 ft	12.0 ft	5 ft	8 ft	70 mph	Unpaved	40 ft	Rolling	Urban	Three Beam Barrier	"Base & Surface >= 7"" Thick"	No Special Features	35.13056	-120.608214	N	101
US101-N	5	San Luis Obispo	Arroyo Grande	188.763		501015151	4TH ST 101 NB EXIT VDS OFNB NB	Off Ramp		No	24 ft	12.0 ft	5 ft	8 ft	70 mph	Unpaved	40 ft	Rolling	Urban	Three Beam Barrier	"Base & Surface >= 7"" Thick"	No Special Features	35.133568	-120.616154	N	101
US101-N	5	San Luis Obispo	Arroyo Grande	188.764		501015154	4TH ST 101 NB EXIT VDS OFSB SB	Off Ramp		No	24 ft	12.0 ft	5 ft	8 ft	70 mph	Unpaved	40 ft	Rolling	Urban	Three Beam Barrier	"Base & Surface >= 7"" Thick"	No Special Features	35.133575	-120.616169	N	101
US101-N	5	San Luis Obispo	Arroyo Grande	188.764	0.507	501015152	4TH ST 101 NB EXIT VDS MLNB NB	Mainline		No	24 ft	12.0 ft	5 ft	8 ft	70 mph	Unpaved	40 ft	Rolling	Urban	Three Beam Barrier	"Base & Surface >= 7"" Thick"	No Special Features	35.133575	-120.616169	N	101
US101-N	5	San Luis Obispo	Arroyo Grande	189.278		501016011	4TH ST 101 NB ON RAMP VDS ONNB N	On Ramp		No	24 ft	12.0 ft	5 ft	8 ft	70 mph	Unpaved	40 ft	Rolling	Urban	Three Beam Barrier	"Base & Surface >= 7"" Thick"	No Special Features	35.13696	-120.624225	N	101
US101-N	5	San Luis Obispo	Arroyo Grande	189.279	0.482	501016012	4TH ST 101 NB ON RAMP VDS MLNB N	Mainline		No	24 ft	12.0 ft	5 ft	8 ft	70 mph	Unpaved	40 ft	Rolling	Urban	Three Beam Barrier	"Base & Surface >= 7"" Thick"	No Special Features	35.136964	-120.624242	N	101
US101-N	5	San Luis Obispo	Arroyo Grande	189.727		501016021	PRICE ST EXIT SIGN 101 NB VDS OF	Off Ramp		No	24 ft	12.0 ft	5 ft	8 ft	70 mph	Unpaved	40 ft	Rolling	Urban	Three Beam Barrier	"Base & Surface >= 7"" Thick"	No Special Features	35.138557	-120.631894	N	101
US101-N	5	San Luis Obispo	Arroyo Grande	189.728	0.476	501016022	PRICE ST EXIT SIGN 101 NB VDS ML	Mainline		No	24 ft	12.0 ft	5 ft	8 ft	70 mph	Unpaved	40 ft	Rolling	Urban	Three Beam Barrier	"Base & Surface >= 7"" Thick"	No Special Features	35.138561	-120.631911	N	101
US101-N	5	San Luis Obispo	Pismo Beach	190.232	0.506	501016032	HINDS AVE 101 SB VDS MLNB NB	Mainline	radars	No	24 ft	12.0 ft	5 ft	8 ft	70 mph	Unpaved	46 ft	Rolling	Urban	No Barriers	Concrete		35.142173	-120.639354	N	101
US101-N	5	San Luis Obispo	Pismo Beach	190.739		501016041	BELLO ST 101 NB VDS ONNB NB	On Ramp		No	24 ft	12.0 ft	5 ft	8 ft	70 mph	Unpaved	75 ft	Rolling	Urban	No Barriers	Concrete		35.147492	-120.645484	N	101
US101-N	5	San Luis Obispo	Pismo Beach	190.74	0.622	501016042	BELLO ST 101 NB VDS MLNB NB	Mainline	radars	No	24 ft	12.0 ft	5 ft	8 ft	70 mph	Unpaved	75 ft	Rolling	Urban	No Barriers	Concrete		35.147501	-120.645498	N	101
US101-N	5	San Luis Obispo	Pismo Beach	191.476		501016051	SHELL BEACH RD 101 NB VDS ONNB N	On Ramp		No	24 ft	12.0 ft	5 ft	8 ft	70 mph	Unpaved	46 ft	Rolling	Urban	Three Beam Barrier	"Base & Surface >= 7"" Thick"		35.151902	-120.657227	N	101
US101-N	5	San Luis Obispo	Pismo Beach	191.477	0.54	501016052	SHELL BEACH RD 101 NB VDS MLNB N	Mainline		No	24 ft	12.0 ft	5 ft	8 ft	70 mph	Unpaved	46 ft	Rolling	Urban	Three Beam Barrier	"Base & Surface >= 7"" Thick"		35.151907	-120.657244	N	101
US101-N	5	San Luis Obispo	Pismo Beach	191.822	0.936	501016061	MATTIE RD 101 NB VDS MLNB NB	Mainline		No	24 ft	12.0 ft	5 ft	8 ft	70 mph	Unpaved	36 ft	Rolling	Urban	Three Beam Barrier	"Base & Surface >= 7"" Thick"	No Special Features	35.154321	-120.662556	N	101
US101-N	5	San Luis Obispo	Pismo Beach	193.35	1.333	501016072	SPYGLASS DR 101 SB VDS MLNB NB	Mainline	radars	No	24 ft	12.0 ft	5 ft	8 ft	70 mph	Unpaved	36 ft	Rolling	Urban	Concrete Barrier	"Base & Surface >= 7"" Thick"		35.164041	-120.686722	N	101
US101-N	5	San Luis Obispo	Pismo Beach	194.489	1.099	501016081	AVILA BEACH DR 101 NB VDS MLNB N	Mainline	radars	No	24 ft	12.0 ft	5 ft	8 ft	70 mph	Unpaved	46 ft	Rolling	Urban	No Barriers	"Base & Surface >= 7"" Thick"		35.177719	-120.697892	N	101
US101-N	5	San Luis Obispo		195.548	1.664	501016092	SAN LUIS BAY DR 101 SB VDS MLNB	Mainline	radars	No	23 ft	11.5 ft	5 ft	8 ft	70 mph	Unpaved	36 ft	Rolling	Rural	Three Beam Barrier	"Base & Surface >= 7"" Thick"	No Special Features	35.192085	-120.70065	N	101
US101-N	5	San Luis Obispo		197.819	1.404	501016101	SO HIGUERA ST EXIT 101 NB VDS ML	Mainline	radars	No	24 ft	12.0 ft	5 ft	8 ft	70 mph	Unpaved	75 ft	Rolling	Rural	Three Beam Barrier	"Base & Surface >= 7"" Thick"	No Special Features	35.22339	-120.691523	N	101
US101-N	5	San Luis Obispo		198.356		501016111	SO HIGUERA ST ON RAMP ST 101 NB	On Ramp		No	24 ft	12.0 ft	5 ft	8 ft	70 mph	Unpaved	46 ft	Rolling	Urbanized	Three Beam Barrier	"Base & Surface >= 7"" Thick"	No Special Features	35.231056	-120.690411	N	101
US101-N	5	San Luis Obispo		198.357	0.787	501016112	SO HIGUERA ST ON RAMP ST 101 NB	Mainline		No	24 ft	12.0 ft	5 ft	8 ft	70 mph	Unpaved	46 ft	Rolling	Urbanized	Three Beam Barrier	"Base & Surface >= 7"" Thick"	No Special Features	35.23107	-120.690404	N	101
US101-N	5	San Luis Obispo	San Luis Obispo	199.394	0.775	501016123	LOS OSOS VALLEY RD 101 SB VDS ML	Mainline	radars	No	24 ft	12.0 ft	5 ft	8 ft	70 mph	Unpaved	46 ft	Rolling	Urbanized	Three Beam Barrier	"Base & Surface >= 7"" Thick"		35.243752	-120.682609	N	101
US101-N	5	San Luis Obispo	San Luis Obispo	199.395		501016124	LOS OSOS VALLEY RD 101 SB VDS ON	On Ramp		No	24 ft	12.0 ft	5 ft	8 ft	70 mph	Unpaved	46 ft	Rolling	Urbanized	Three Beam Barrier	"Base & Surface >= 7"" Thick"		35.243765	-120.682602	N	101
US101-N	5	San Luis Obispo	San Luis Obispo	199.909	0.526	501016131	PRADO RD CMS 101 NB VDS MLNB NB	Mainline	radars	No	24 ft	12.0 ft	2 ft	8 ft	70 mph	Unpaved	36 ft	Rolling	Urbanized	Three Beam Barrier	"Base & Surface >= 7"" Thick"		35.250519	-120.678636	N	101
US101-N	5	San Luis Obispo	San Luis Obispo	200.446		501016141	PRADO RD 101 NB VDS ONNB NB	On Ramp		No	24 ft	12.0 ft	2 ft	8 ft	70 mph	Unpaved	36 ft	Rolling	Urbanized	Three Beam Barrier	"Base & Surface >= 7"" Thick"		35.257561	-120.674434	N	101
US101-N	5	San Luis Obispo	San Luis Obispo	200.447	0.558	501016142	PRADO RD 101 NB VDS MLNB NB	Mainline	radars	No	24 ft	12.0 ft	2 ft	8 ft	70 mph	Unpaved	36 ft	Rolling	Urbanized	Three Beam Barrier	"Base & Surface >= 7"" Thick"		35.257574	-120.674426	N	101
US101-N	5	San Luis Obispo	San Luis Obispo	201.024	0.545	501016153	MADONNA RD 101 SB VDS MLNB NB	Mainline	radars	No	24 ft	12.0 ft	2 ft	8 ft	70 mph	Unpaved	36 ft	Rolling	Urbanized	Three Beam Barrier	"Base & Surface >= 7"" Thick"		35.265831	-120.673503	N	101
US101-N	5	San Luis Obispo	San Luis Obispo	201.538	0.619	501017012	MARSH ST 101 SB VDS MLNB NB	Mainline	radars	No	24 ft	12.0 ft	5 ft	8 ft	70 mph	Unpaved	36 ft	Rolling	Urbanized	Three Beam Barrier	"Base & Surface >= 7"" Thick"	No Special Features	35.273178	-120.67176	N	101
US101-N	5	San Luis Obispo	San Luis Obispo	201.539		501017013	MARSH ST 101 SB VDS OFNB NB	Off Ramp		No	24 ft	12.0 ft	5 ft	8 ft	70 mph	Unpaved	36 ft	Rolling	Urbanized	Three Beam Barrier	"Base & Surface >= 7"" Thick"	No Special Features	35.273192	-120.671756	N	101
US101-N	5	San Luis Obispo	San Luis Obispo	202.262	0.578	501017023	BROAD ST 101 SB VDS MLNB NB	Mainline	radars	No	24 ft	12.0 ft	5 ft	8 ft	70 mph	Unpaved	40 ft	Rolling	Urbanized	Three Beam Barrier	"Base & Surface >= 7"" Thick"	No Special Features	35.28315	-120.667643	N	101
US101-N	5	San Luis Obispo	San Luis Obispo	202.263		501017024	BROAD ST 101 SB VDS ONNB NB	On Ramp		No	24 ft	12.0 ft	5 ft	8 ft	70 mph	Unpaved	40 ft	Rolling	Urbanized	Three Beam Barrier	"Base & Surface >= 7"" Thick"	No Special Features	35.283162	-120.667633	N	101
US101-N	5	San Luis Obispo	San Luis Obispo	202.692		501017031	TORO ST 101 NB VDS OFNB NB	Off Ramp		No	24 ft	12.0 ft	5 ft	8 ft	70 mph	Unpaved	40 ft	Rolling	Urbanized	Three Beam Barrier	"Base & Surface >= 7"" Thick"	No Special Features	35.287464	-120.662511	N	101
US101-N	5	San Luis Obispo	San Luis Obispo	202.693	0.467	501017032	TORO ST 101 NB VDS MLNB NB	Mainline	radars	No	24 ft	12.0 ft	5 ft	8 ft	70 mph	Unpaved	40 ft	Rolling	Urbanized	Three Beam Barrier	"Base & Surface >= 7"" Thick"	No Special Features	35.287474	-120.662498	N	101
US101-N	5	San Luis Obispo	San Luis Obispo	203.196	0.437	501017043	GRAND AVE IN SLO AT 101 SB VDS M	Mainline	radars	No	24 ft	12.0 ft	5 ft	8 ft	70 mph	Unpaved	40 ft	Rolling	Urbanized	Three Beam Barrier	"Base & Surface >= 7"" Thick"	No Special Features	35.291784	-120.655535	N	101
US101-N	5	San Luis Obispo	San Luis Obispo	203.197		501017044	GRAND AVE IN SLO AT 101 SB VDS O	Off Ramp		No	24 ft	12.0 ft	5 ft	8 ft	70 mph	Unpaved	40 ft	Rolling	Urbanized	Three Beam Barrier	"Base & Surface >= 7"" Thick"	No Special Features	35.291788	-120.655518	N	101
US101-N	5	San Luis Obispo	San Luis Obispo	203.568	0.651	501017051	MONTEREY ST 101 NB VDS MLNB NB	Mainline	radars	No	24 ft	12.0 ft	3 ft	8 ft	65 mph	Unpaved	40 ft	Rolling	Urbanized	Three Beam Barrier	Concrete	No Special Features	35.291755	-120.648986	N	101
US101-N	5	San Luis Obispo		204.497	1.103	501017061	FOX HOLLOW RD 101 NB VDS MLNB NB	Mainline	radars	No	24 ft	12.0 ft	4 ft	8 ft	65 mph	Paved - No Roadway Use	12 ft	Rolling	Urbanized	Concrete Barrier	"Base & Surface >= 7"" Thick"	No Special Features	35.29537	-120.633652	N	101
US101-N	5	San Luis Obispo		205.774	0.263	501017071	N. OF RESERVIOR CYN RD MLNB	Mainline		No	24 ft	12.0 ft	4 ft	8 ft	65 mph	Paved - No Roadway Use	12 ft	Rolling	Rural	No Barriers	"Base & Surface >= 7"" Thick"		35.310353	-120.624422	N	101
US101-N	5	San Luis Obispo		205.774	0.638	501017072	N. OF RESERVIOR CYN RD MLSB	Mainline		No	24 ft	12.0 ft	4 ft	8 ft	65 mph	Paved - No Roadway Use	12 ft	Rolling	Rural	No Barriers	"Base & Surface >= 7"" Thick"		35.310353	-120.624422	N	101
US101-N	5	San Luis Obispo		206.301	0.265	501017082	CT CONSTUCTION OFFICE MLSB	Mainline		No	36 ft	12.0 ft	5 ft	8 ft	65 mph	Paved - No Roadway Use	12 ft	Rolling	Rural	Concrete Barrier	"Base & Surface >= 7"" Thick"	No Special Features	35.317386	-120.621188	N	101
US101-N	5	San Luis Obispo		206.304	0.365	501017081	CT CONSTUCTION OFFICE MLNB	Mainline		No	36 ft	12.0 ft	5 ft	8 ft	65 mph	Paved - No Roadway Use	12 ft	Rolling	Rural	Concrete Barrier	"Base & Surface >= 7"" Thick"	No Special Features	35.31743	-120.621187	N	101
US101-N	5	San Luis Obispo		207.033	0.364	501017092	OLD RTE 101 TURNOUT MLSB	Mainline		No	36 ft	12.0 ft	0 ft	8 ft	65 mph	Paved - No Roadway Use	12 ft	Mountainous	Rural	Concrete Barrier	"Base & Surface >= 7"" Thick"	No Special Features	35.327743	-120.620334	N	101
US101-N	5	San Luis Obispo		207.033	1.25	501017091	OLD RTE 101 TURNOUT MLNB	Mainline		No	36 ft	12.0 ft	0 ft	8 ft	65 mph	Paved - No Roadway Use	12 ft	Mountainous	Rural	Concrete Barrier	"Base & Surface >= 7"" Thick"	No Special Features	35.327743	-120.620334	N	101
US101-N	5	San Luis Obispo		209.532		501017112	PM 36.06 DIRT ROAD SLO 101 SB VD	Off Ramp		No	24 ft	12.0 ft	1 ft	7 ft	65 mph	Paved - No Roadway Use	6 ft	Rolling	Rural	No Barriers	"Base & Surface >= 7"" Thick"		35.360234	-120.637844	N	101
US101-N	5	San Luis Obispo		209.533	1.585	501017113	PM 36.06 DIRT ROAD SLO 101 SB VD	Mainline		No	24 ft	12.0 ft	1 ft	7 ft	65 mph	Paved - No Roadway Use	6 ft	Rolling	Rural	No Barriers	"Base & Surface >= 7"" Thick"		35.360248	-120.637847	N	101
US101-N	5	San Luis Obispo		210.203	0.86	501017121	TASSAJARA CREEK RD 101 NB VDS ML	Mainline		No	24 ft	12.0 ft	2 ft	6 ft	65 mph	Unpaved	50 ft	Rolling	Rural	No Barriers	"Base & Surface >= 7"" Thick"		35.369261	-120.641074	N	101
US101-N	5	San Luis Obispo		210.204		501017122	TASSAJARA CREEK RD 101 NB VDS OF	Off Ramp		No	24 ft	12.0 ft	2 ft	6 ft	65 mph	Unpaved	50 ft	Rolling	Rural	No Barriers	"Base & Surface >= 7"" Thick"		35.369275	-120.641073	N	101
US101-N	5	San Luis Obispo		211.254	1.086	501017133	HWY 58 AT 101 SB VDS MLNB NB	Mainline		No	24 ft	12.0 ft	2 ft	6 ft	65 mph	Unpaved	46 ft	Rolling	Rural	No Barriers	"Base & Surface >= 7"" Thick"		35.381915	-120.631379	N	101
US101-N	5	San Luis Obispo		211.255		501017134	HWY 58 AT 101 SB VDS OFNB NB	Off Ramp		No	24 ft	12.0 ft	2 ft	6 ft	65 mph	Unpaved	46 ft	Rolling	Rural	No Barriers	"Base & Surface >= 7"" Thick"		35.381927	-120.631368	N	101
US101-N	5	San Luis Obispo		212.376	1.034	501017141	PM 38.93 SLO 101 NB VDS MLNB NB	Mainline		No	24 ft	12.0 ft	2 ft	8 ft	70 mph	Unpaved	46 ft	Rolling	Rural	No Barriers	Concrete		35.396467	-120.622696	N	101
US101-N	5	San Luis Obispo		213.322	1.105	501017151	PM 39.88 SLO 101 NB VDS MLNB NB	Mainline		No	24 ft	12.0 ft	2 ft	8 ft	70 mph	Unpaved	46 ft	Rolling	Rural	No Barriers	Concrete		35.409754	-120.625997	N	101
US101-N	5	San Luis Obispo		214.586	1.197	501018011	PM 41.15 SLO 101 NB VDS MLNB NB	Mainline		No	24 ft	12.0 ft	2 ft	8 ft	70 mph	Unpaved	46 ft	Rolling	Rural	No Barriers	Concrete		35.427013	-120.633325	N	101
US101-N	5	San Luis Obispo		215.716	0.866	501018021	SANTA BARBARA RD 101 NB VDS MLNB	Mainline		No	24 ft	12.0 ft	2 ft	8 ft	70 mph	Unpaved	46 ft	Rolling	Rural	No Barriers	Concrete		35.44283	-120.638113	N	101
US101-N	5	San Luis Obispo		217.439	0.979	501018042	SANTA ROSA RD 101 SB VDS MLNB NB	Mainline		No	24 ft	12.0 ft	2 ft	8 ft	70 mph	Unpaved	46 ft	Rolling	Rural	No Barriers	Concrete		35.46519	-120.650626	N	101
US101-N	5	San Luis Obispo		218.277	0.712	501018051	CURBARIL AVE 101 NB VDS MLNB NB	Mainline		No	24 ft	12.0 ft	2 ft	8 ft	70 mph	Unpaved	46 ft	Rolling	Rural	No Barriers	Concrete		35.475773	-120.657932	N	101
