event_sample_id,station_id,anchor_time,window_start,window_end,target_class,split_group_id,sample_type,flow_t_minus_3,flow_t_minus_2,flow_t_minus_1,flow_t0,flow_t_plus_1,flow_t_plus_2,flow_t_plus_3,all_zero_flow_window
INCIDENT__221928-webtirf__7132,7132,2025-01-26 23:00:00,2025-01-26 20:00:00,2025-01-27 02:00:00,ACCIDENT,GROUP__7132__0003,INCIDENT,639.0,546.0,514.0,336.0,0.0,0.0,0.0,False
INCIDENT__221930.0-webtirf__7159,7159,2025-01-27 00:00:00,2025-01-26 21:00:00,2025-01-27 03:00:00,OTHER_DISRUPTION,GROUP__7159__0001,INCIDENT,0.0,0.0,0.0,0.0,0.0,0.0,0.0,True
INCIDENT__221949-webtirf__7184,7184,2025-01-27 04:00:00,2025-01-27 01:00:00,2025-01-27 07:00:00,OTHER_DISRUPTION,GROUP__7184__0005,INCIDENT,13.0,11.0,12.0,25.0,16.0,38.0,72.0,False
INCIDENT__221952-webtirf__55049,55049,2025-01-27 05:00:00,2025-01-27 02:00:00,2025-01-27 08:00:00,ACCIDENT,GROUP__55049__0001,INCIDENT,8.0,5.0,17.0,40.0,38.0,36.0,48.0,False
INCIDENT__221973-webtirf__F3FWY005,F3FWY005,2025-01-27 10:00:00,2025-01-27 07:00:00,2025-01-27 13:00:00,OTHER_DISRUPTION,GROUP__F3FWY005__0001,INCIDENT,0.0,0.0,0.0,0.0,0.0,0.0,0.0,True
INCIDENT__222011-webtirf__33014,33014,2025-01-28 00:00:00,2025-01-27 21:00:00,2025-01-28 03:00:00,OTHER_DISRUPTION,GROUP__33014__0003,INCIDENT,387.0,265.0,0.0,20.0,20.0,14.0,35.0,False
INCIDENT__222027-webtirf__7179,7179,2025-01-28 01:00:00,2025-01-27 22:00:00,2025-01-28 04:00:00,OTHER_DISRUPTION,GROUP__7179__0007,INCIDENT,0.0,0.0,37.0,27.0,26.0,52.0,76.0,False
INCIDENT__222057-webtirf__7120,7120,2025-01-28 04:00:00,2025-01-28 01:00:00,2025-01-28 07:00:00,OTHER_DISRUPTION,GROUP__7120__0008,INCIDENT,1.0,8.0,4.0,22.0,53.0,84.0,96.0,False
INCIDENT__222057-webtirf__7121,7121,2025-01-28 04:00:00,2025-01-28 01:00:00,2025-01-28 07:00:00,OTHER_DISRUPTION,GROUP__7121__0008,INCIDENT,0.0,0.0,0.0,0.0,0.0,0.0,0.0,True
INCIDENT__222064-webtirf__53004,53004,2025-01-28 05:00:00,2025-01-28 02:00:00,2025-01-28 08:00:00,OTHER_DISRUPTION,GROUP__53004__0004,INCIDENT,14.0,11.0,17.0,35.0,65.0,105.0,100.0,False
INCIDENT__222066-webtirf__10011,10011,2025-01-28 05:00:00,2025-01-28 02:00:00,2025-01-28 08:00:00,OTHER_DISRUPTION,GROUP__10011__0004,INCIDENT,0.0,0.0,0.0,0.0,0.0,0.0,0.0,True
INCIDENT__222066-webtirf__7139,7139,2025-01-28 05:00:00,2025-01-28 02:00:00,2025-01-28 08:00:00,OTHER_DISRUPTION,GROUP__7139__0004,INCIDENT,67.0,59.0,168.0,528.0,1408.0,2441.0,3113.0,False
INCIDENT__222140.0-webtirf__7132,7132,2025-01-28 21:00:00,2025-01-28 18:00:00,2025-01-29 00:00:00,OTHER_DISRUPTION,GROUP__7132__0004,INCIDENT,744.0,580.0,507.0,439.0,311.0,196.0,53.0,False
INCIDENT__222182-webtirf__7120,7120,2025-01-29 00:00:00,2025-01-28 21:00:00,2025-01-29 03:00:00,OTHER_DISRUPTION,GROUP__7120__0009,INCIDENT,29.0,14.0,16.0,10.0,10.0,13.0,8.0,False
INCIDENT__222182-webtirf__7121,7121,2025-01-29 00:00:00,2025-01-28 21:00:00,2025-01-29 03:00:00,OTHER_DISRUPTION,GROUP__7121__0009,INCIDENT,0.0,0.0,0.0,0.0,0.0,0.0,0.0,True
INCIDENT__222186-webtirf__7248,7248,2025-01-29 00:00:00,2025-01-28 21:00:00,2025-01-29 03:00:00,OTHER_DISRUPTION,GROUP__7248__0006,INCIDENT,579.0,455.0,273.0,51.0,58.0,60.0,78.0,False
INCIDENT__222221-webtirf__7123-PR,7123-PR,2025-01-29 04:00:00,2025-01-29 01:00:00,2025-01-29 07:00:00,OTHER_DISRUPTION,GROUP__7123-PR__0002,INCIDENT,3.0,2.0,4.0,8.0,12.0,33.0,38.0,False
INCIDENT__222224-webtirf__F3FWY003,F3FWY003,2025-01-29 04:00:00,2025-01-29 01:00:00,2025-01-29 07:00:00,OTHER_DISRUPTION,GROUP__F3FWY003__0007,INCIDENT,0.0,0.0,0.0,0.0,0.0,0.0,0.0,True
INCIDENT__222334-webtirf__7274,7274,2025-01-30 06:00:00,2025-01-30 03:00:00,2025-01-30 09:00:00,OTHER_DISRUPTION,GROUP__7274__0003,INCIDENT,9.0,29.0,62.0,147.0,125.0,122.0,89.0,False
INCIDENT__222366-webtirf__51235,51235,2025-01-30 19:00:00,2025-01-30 16:00:00,2025-01-30 22:00:00,OTHER_DISRUPTION,GROUP__51235__0007,INCIDENT,10.0,72.0,64.0,55.0,42.0,35.0,31.0,False
INCIDENT__222370.0-webtirf__33014,33014,2025-01-30 20:00:00,2025-01-30 17:00:00,2025-01-30 23:00:00,OTHER_DISRUPTION,GROUP__33014__0004,INCIDENT,1521.0,1121.0,942.0,883.0,663.0,435.0,164.0,False
INCIDENT__222476-webtirf__F3FWY003,F3FWY003,2025-01-31 05:00:00,2025-01-31 02:00:00,2025-01-31 08:00:00,OTHER_DISRUPTION,GROUP__F3FWY003__0008,INCIDENT,0.0,1.0,8.0,98.0,84.0,22.0,17.0,False
INCIDENT__222481-webtirf__9658,9658,2025-01-31 05:00:00,2025-01-31 02:00:00,2025-01-31 08:00:00,OTHER_DISRUPTION,GROUP__9658__0001,INCIDENT,0.0,0.0,0.0,0.0,0.0,0.0,0.0,True
INCIDENT__222495-webtirf__7112,7112,2025-01-31 07:00:00,2025-01-31 04:00:00,2025-01-31 10:00:00,OTHER_DISRUPTION,GROUP__7112__0006,INCIDENT,0.0,0.0,0.0,0.0,0.0,0.0,0.0,True
INCIDENT__222498-webtirf__51235,51235,2025-01-31 08:00:00,2025-01-31 05:00:00,2025-01-31 11:00:00,OTHER_DISRUPTION,GROUP__51235__0008,INCIDENT,0.0,0.0,0.0,0.0,0.0,0.0,0.0,True
INCIDENT__222559-webtirf__7132,7132,2025-02-01 09:00:00,2025-02-01 06:00:00,2025-02-01 12:00:00,ACCIDENT,GROUP__7132__0005,INCIDENT,0.0,0.0,0.0,0.0,0.0,0.0,0.0,True
INCIDENT__222566-webtirf__F3FWY003,F3FWY003,2025-02-01 14:00:00,2025-02-01 11:00:00,2025-02-01 17:00:00,ACCIDENT,GROUP__F3FWY003__0009,INCIDENT,0.0,0.0,0.0,0.0,0.0,0.0,0.0,True
INCIDENT__222574-webtirf__50240,50240,2025-02-01 17:00:00,2025-02-01 14:00:00,2025-02-01 20:00:00,OTHER_DISRUPTION,GROUP__50240__0004,INCIDENT,0.0,0.0,0.0,0.0,0.0,0.0,0.0,True
INCIDENT__222623-webtirf__7112,7112,2025-02-02 11:00:00,2025-02-02 08:00:00,2025-02-02 14:00:00,ACCIDENT,GROUP__7112__0007,INCIDENT,0.0,0.0,0.0,0.0,0.0,0.0,0.0,True
INCIDENT__222632-webtirf__7274,7274,2025-02-02 20:00:00,2025-02-02 17:00:00,2025-02-02 23:00:00,ACCIDENT,GROUP__7274__0004,INCIDENT,0.0,0.0,0.0,0.0,0.0,0.0,0.0,True
INCIDENT__222661-webtirf__53003,53003,2025-02-03 02:00:00,2025-02-02 23:00:00,2025-02-03 05:00:00,OTHER_DISRUPTION,GROUP__53003__0003,INCIDENT,0.0,0.0,0.0,0.0,0.0,0.0,0.0,True
INCIDENT__222684-webtirf__7251,7251,2025-02-03 04:00:00,2025-02-03 01:00:00,2025-02-03 07:00:00,OTHER_DISRUPTION,GROUP__7251__0005,INCIDENT,0.0,0.0,0.0,0.0,0.0,0.0,0.0,True
INCIDENT__222696-webtirf__68025,68025,2025-02-03 05:00:00,2025-02-03 02:00:00,2025-02-03 08:00:00,OTHER_DISRUPTION,GROUP__68025__0005,INCIDENT,0.0,0.0,0.0,0.0,0.0,0.0,0.0,True
INCIDENT__222700.0-webtirf__47024,47024,2025-02-03 05:00:00,2025-02-03 02:00:00,2025-02-03 08:00:00,OTHER_DISRUPTION,GROUP__47024__0002,INCIDENT,0.0,0.0,0.0,0.0,0.0,0.0,0.0,True
INCIDENT__222702-webtirf__7168,7168,2025-02-03 05:00:00,2025-02-03 02:00:00,2025-02-03 08:00:00,ACCIDENT,GROUP__7168__0002,INCIDENT,0.0,0.0,0.0,0.0,0.0,0.0,0.0,True
INCIDENT__222749-webtirf__74230,74230,2025-02-03 23:00:00,2025-02-03 20:00:00,2025-02-04 02:00:00,OTHER_DISRUPTION,GROUP__74230__0002,INCIDENT,0.0,0.0,0.0,0.0,0.0,0.0,0.0,True
INCIDENT__222759-webtirf__7120,7120,2025-02-04 00:00:00,2025-02-03 21:00:00,2025-02-04 03:00:00,OTHER_DISRUPTION,GROUP__7120__0010,INCIDENT,0.0,0.0,0.0,0.0,0.0,0.0,0.0,True
INCIDENT__222759-webtirf__7121,7121,2025-02-04 00:00:00,2025-02-03 21:00:00,2025-02-04 03:00:00,OTHER_DISRUPTION,GROUP__7121__0010,INCIDENT,0.0,0.0,0.0,0.0,0.0,0.0,0.0,True
INCIDENT__222771-webtirf__7162,7162,2025-02-04 02:00:00,2025-02-03 23:00:00,2025-02-04 05:00:00,OTHER_DISRUPTION,GROUP__7162__0001,INCIDENT,0.0,0.0,0.0,0.0,0.0,0.0,0.0,True
INCIDENT__222782-webtirf__7162,7162,2025-02-04 04:00:00,2025-02-04 01:00:00,2025-02-04 07:00:00,OTHER_DISRUPTION,GROUP__7162__0001,INCIDENT,0.0,0.0,0.0,0.0,0.0,0.0,0.0,True
INCIDENT__222788-webtirf__7119-PR,7119-PR,2025-02-04 04:00:00,2025-02-04 01:00:00,2025-02-04 07:00:00,ACCIDENT,GROUP__7119-PR__0002,INCIDENT,0.0,0.0,0.0,0.0,0.0,0.0,0.0,True
INCIDENT__222821-webtirf__7153,7153,2025-02-04 19:00:00,2025-02-04 16:00:00,2025-02-04 22:00:00,OTHER_DISRUPTION,GROUP__7153__0003,INCIDENT,0.0,0.0,0.0,0.0,0.0,0.0,0.0,True
INCIDENT__222835-webtirf__7251,7251,2025-02-04 21:00:00,2025-02-04 18:00:00,2025-02-05 00:00:00,OTHER_DISRUPTION,GROUP__7251__0006,INCIDENT,0.0,0.0,0.0,0.0,0.0,0.0,0.0,True
INCIDENT__222837-webtirf__7132,7132,2025-02-04 21:00:00,2025-02-04 18:00:00,2025-02-05 00:00:00,OTHER_DISRUPTION,GROUP__7132__0006,INCIDENT,0.0,0.0,0.0,0.0,0.0,0.0,0.0,True
INCIDENT__222901-webtirf__7251,7251,2025-02-05 04:00:00,2025-02-05 01:00:00,2025-02-05 07:00:00,OTHER_DISRUPTION,GROUP__7251__0007,INCIDENT,0.0,0.0,0.0,0.0,0.0,0.0,0.0,True
INCIDENT__222916-webtirf__53004,53004,2025-02-05 04:00:00,2025-02-05 01:00:00,2025-02-05 07:00:00,ACCIDENT,GROUP__53004__0005,INCIDENT,0.0,0.0,0.0,0.0,0.0,0.0,0.0,True
INCIDENT__222923-webtirf__7274,7274,2025-02-05 06:00:00,2025-02-05 03:00:00,2025-02-05 09:00:00,OTHER_DISRUPTION,GROUP__7274__0005,INCIDENT,0.0,0.0,0.0,0.0,0.0,0.0,0.0,True
INCIDENT__222953-webtirf__9849,9849,2025-02-05 18:00:00,2025-02-05 15:00:00,2025-02-05 21:00:00,ACCIDENT,GROUP__9849__0001,INCIDENT,0.0,0.0,0.0,0.0,0.0,0.0,0.0,True
INCIDENT__223042-webtirf__7179,7179,2025-02-06 06:00:00,2025-02-06 03:00:00,2025-02-06 09:00:00,OTHER_DISRUPTION,GROUP__7179__0008,INCIDENT,0.0,0.0,0.0,0.0,0.0,0.0,0.0,True
INCIDENT__223046-webtirf__7248,7248,2025-02-06 08:00:00,2025-02-06 05:00:00,2025-02-06 11:00:00,ACCIDENT,GROUP__7248__0008,INCIDENT,0.0,0.0,0.0,0.0,0.0,0.0,0.0,True
INCIDENT__223059-webtirf__7132,7132,2025-02-06 19:00:00,2025-02-06 16:00:00,2025-02-06 22:00:00,OTHER_DISRUPTION,GROUP__7132__0007,INCIDENT,0.0,0.0,0.0,0.0,0.0,0.0,0.0,True
INCIDENT__223065-webtirf__10011,10011,2025-02-06 20:00:00,2025-02-06 17:00:00,2025-02-06 23:00:00,ACCIDENT,GROUP__10011__0005,INCIDENT,0.0,0.0,0.0,0.0,0.0,0.0,0.0,True
INCIDENT__223065-webtirf__7139,7139,2025-02-06 20:00:00,2025-02-06 17:00:00,2025-02-06 23:00:00,ACCIDENT,GROUP__7139__0005,INCIDENT,0.0,0.0,0.0,0.0,0.0,0.0,0.0,True
INCIDENT__223086-webtirf__7251,7251,2025-02-06 23:00:00,2025-02-06 20:00:00,2025-02-07 02:00:00,OTHER_DISRUPTION,GROUP__7251__0008,INCIDENT,0.0,0.0,0.0,0.0,0.0,0.0,0.0,True
INCIDENT__223110.0-webtirf__7184,7184,2025-02-07 02:00:00,2025-02-06 23:00:00,2025-02-07 05:00:00,OTHER_DISRUPTION,GROUP__7184__0006,INCIDENT,0.0,0.0,0.0,0.0,0.0,0.0,0.0,True
INCIDENT__223149-webtirf__7168,7168,2025-02-07 05:00:00,2025-02-07 02:00:00,2025-02-07 08:00:00,OTHER_DISRUPTION,GROUP__7168__0003,INCIDENT,0.0,0.0,0.0,0.0,0.0,0.0,0.0,True
INCIDENT__223180.0-webtirf__7153,7153,2025-02-07 12:00:00,2025-02-07 09:00:00,2025-02-07 15:00:00,ACCIDENT,GROUP__7153__0004,INCIDENT,0.0,0.0,0.0,0.0,0.0,0.0,0.0,True
INCIDENT__223187-webtirf__7274,7274,2025-02-07 19:00:00,2025-02-07 16:00:00,2025-02-07 22:00:00,ACCIDENT,GROUP__7274__0006,INCIDENT,0.0,0.0,0.0,0.0,0.0,0.0,0.0,True
INCIDENT__223196-webtirf__51235,51235,2025-02-07 22:00:00,2025-02-07 19:00:00,2025-02-08 01:00:00,OTHER_DISRUPTION,GROUP__51235__0009,INCIDENT,0.0,0.0,0.0,0.0,0.0,0.0,0.0,True
INCIDENT__223224-webtirf__7162,7162,2025-02-08 05:00:00,2025-02-08 02:00:00,2025-02-08 08:00:00,ACCIDENT,GROUP__7162__0002,INCIDENT,0.0,0.0,0.0,0.0,0.0,0.0,0.0,True
INCIDENT__223225-webtirf__68025,68025,2025-02-08 05:00:00,2025-02-08 02:00:00,2025-02-08 08:00:00,OTHER_DISRUPTION,GROUP__68025__0006,INCIDENT,0.0,0.0,0.0,0.0,0.0,0.0,0.0,True
INCIDENT__223254-webtirf__7126,7126,2025-02-08 11:00:00,2025-02-08 08:00:00,2025-02-08 14:00:00,OTHER_DISRUPTION,GROUP__7126__0004,INCIDENT,0.0,0.0,0.0,0.0,0.0,0.0,0.0,True
INCIDENT__223282-webtirf__34016,34016,2025-02-08 23:00:00,2025-02-08 20:00:00,2025-02-09 02:00:00,OTHER_DISRUPTION,GROUP__34016__0002,INCIDENT,0.0,0.0,0.0,0.0,0.0,0.0,0.0,True
INCIDENT__223290.0-webtirf__9849,9849,2025-02-09 02:00:00,2025-02-08 23:00:00,2025-02-09 05:00:00,ACCIDENT,GROUP__9849__0002,INCIDENT,0.0,0.0,0.0,0.0,0.0,0.0,0.0,True
INCIDENT__223304-webtirf__7164,7164,2025-02-09 05:00:00,2025-02-09 02:00:00,2025-02-09 08:00:00,OTHER_DISRUPTION,GROUP__7164__0003,INCIDENT,0.0,0.0,0.0,0.0,0.0,0.0,0.0,True
INCIDENT__223315-webtirf__7274,7274,2025-02-09 06:00:00,2025-02-09 03:00:00,2025-02-09 09:00:00,OTHER_DISRUPTION,GROUP__7274__0007,INCIDENT,0.0,0.0,0.0,0.0,0.0,0.0,0.0,True
INCIDENT__223348-webtirf__10011,10011,2025-02-09 21:00:00,2025-02-09 18:00:00,2025-02-10 00:00:00,OTHER_DISRUPTION,GROUP__10011__0006,INCIDENT,0.0,0.0,0.0,0.0,0.0,0.0,0.0,True
INCIDENT__223348-webtirf__7139,7139,2025-02-09 21:00:00,2025-02-09 18:00:00,2025-02-10 00:00:00,OTHER_DISRUPTION,GROUP__7139__0006,INCIDENT,0.0,0.0,0.0,0.0,0.0,0.0,0.0,True
INCIDENT__223386-webtirf__7163,7163,2025-02-10 01:00:00,2025-02-09 22:00:00,2025-02-10 04:00:00,OTHER_DISRUPTION,GROUP__7163__0004,INCIDENT,0.0,0.0,0.0,0.0,0.0,0.0,0.0,True
INCIDENT__223424-webtirf__7184,7184,2025-02-10 03:00:00,2025-02-10 00:00:00,2025-02-10 06:00:00,OTHER_DISRUPTION,GROUP__7184__0007,INCIDENT,0.0,0.0,0.0,0.0,0.0,0.0,0.0,True
INCIDENT__223445-webtirf__7168,7168,2025-02-10 05:00:00,2025-02-10 02:00:00,2025-02-10 08:00:00,OTHER_DISRUPTION,GROUP__7168__0004,INCIDENT,0.0,0.0,0.0,0.0,0.0,0.0,0.0,True
INCIDENT__223457-webtirf__7120,7120,2025-02-10 08:00:00,2025-02-10 05:00:00,2025-02-10 11:00:00,OTHER_DISRUPTION,GROUP__7120__0011,INCIDENT,0.0,0.0,0.0,0.0,0.0,0.0,0.0,True
INCIDENT__223457-webtirf__7121,7121,2025-02-10 08:00:00,2025-02-10 05:00:00,2025-02-10 11:00:00,OTHER_DISRUPTION,GROUP__7121__0011,INCIDENT,0.0,0.0,0.0,0.0,0.0,0.0,0.0,True
INCIDENT__223483-webtirf__7120,7120,2025-02-10 20:00:00,2025-02-10 17:00:00,2025-02-10 23:00:00,OTHER_DISRUPTION,GROUP__7120__0012,INCIDENT,0.0,0.0,0.0,0.0,0.0,0.0,0.0,True
INCIDENT__223483-webtirf__7121,7121,2025-02-10 20:00:00,2025-02-10 17:00:00,2025-02-10 23:00:00,OTHER_DISRUPTION,GROUP__7121__0012,INCIDENT,0.0,0.0,0.0,0.0,0.0,0.0,0.0,True
INCIDENT__223485-webtirf__9658,9658,2025-02-10 20:00:00,2025-02-10 17:00:00,2025-02-10 23:00:00,OTHER_DISRUPTION,GROUP__9658__0002,INCIDENT,0.0,0.0,0.0,0.0,0.0,0.0,0.0,True
INCIDENT__223489-webtirf__50240,50240,2025-02-10 21:00:00,2025-02-10 18:00:00,2025-02-11 00:00:00,ACCIDENT,GROUP__50240__0006,INCIDENT,0.0,0.0,0.0,0.0,0.0,0.0,0.0,True
INCIDENT__223498-webtirf__7179,7179,2025-02-10 22:00:00,2025-02-10 19:00:00,2025-02-11 01:00:00,OTHER_DISRUPTION,GROUP__7179__0009,INCIDENT,0.0,0.0,0.0,0.0,0.0,0.0,0.0,True
INCIDENT__223506-webtirf__47024,47024,2025-02-10 23:00:00,2025-02-10 20:00:00,2025-02-11 02:00:00,OTHER_DISRUPTION,GROUP__47024__0003,INCIDENT,0.0,0.0,0.0,0.0,0.0,0.0,0.0,True
INCIDENT__223517-webtirf__7168,7168,2025-02-11 01:00:00,2025-02-10 22:00:00,2025-02-11 04:00:00,OTHER_DISRUPTION,GROUP__7168__0005,INCIDENT,0.0,0.0,0.0,0.0,0.0,0.0,0.0,True
INCIDENT__223572-webtirf__F3FWY003,F3FWY003,2025-02-11 20:00:00,2025-02-11 17:00:00,2025-02-11 23:00:00,OTHER_DISRUPTION,GROUP__F3FWY003__0010,INCIDENT,0.0,0.0,0.0,0.0,0.0,0.0,0.0,True
INCIDENT__223583-webtirf__50240,50240,2025-02-11 22:00:00,2025-02-11 19:00:00,2025-02-12 01:00:00,OTHER_DISRUPTION,GROUP__50240__0007,INCIDENT,0.0,0.0,0.0,0.0,0.0,0.0,0.0,True
INCIDENT__223634-webtirf__9827,9827,2025-02-12 05:00:00,2025-02-12 02:00:00,2025-02-12 08:00:00,OTHER_DISRUPTION,GROUP__9827__0002,INCIDENT,0.0,0.0,0.0,0.0,0.0,0.0,0.0,True
INCIDENT__223640.0-webtirf__7184,7184,2025-02-12 05:00:00,2025-02-12 02:00:00,2025-02-12 08:00:00,ACCIDENT,GROUP__7184__0008,INCIDENT,0.0,0.0,0.0,0.0,0.0,0.0,0.0,True
INCIDENT__223653-webtirf__7274,7274,2025-02-12 07:00:00,2025-02-12 04:00:00,2025-02-12 10:00:00,ACCIDENT,GROUP__7274__0008,INCIDENT,0.0,0.0,0.0,0.0,0.0,0.0,0.0,True
INCIDENT__223658-webtirf__22001,22001,2025-02-12 10:00:00,2025-02-12 07:00:00,2025-02-12 13:00:00,OTHER_DISRUPTION,GROUP__22001__0002,INCIDENT,0.0,0.0,0.0,0.0,0.0,0.0,0.0,True
INCIDENT__223661-webtirf__7132,7132,2025-02-12 11:00:00,2025-02-12 08:00:00,2025-02-12 14:00:00,ACCIDENT,GROUP__7132__0008,INCIDENT,0.0,0.0,0.0,0.0,0.0,0.0,0.0,True
INCIDENT__223704-webtirf__7161,7161,2025-02-12 22:00:00,2025-02-12 19:00:00,2025-02-13 01:00:00,ACCIDENT,GROUP__7161__0003,INCIDENT,0.0,0.0,0.0,0.0,0.0,0.0,0.0,True
INCIDENT__223705-webtirf__51235,51235,2025-02-12 23:00:00,2025-02-12 20:00:00,2025-02-13 02:00:00,OTHER_DISRUPTION,GROUP__51235__0010,INCIDENT,0.0,0.0,0.0,0.0,0.0,0.0,0.0,True
INCIDENT__223756-webtirf__7119-PR,7119-PR,2025-02-13 04:00:00,2025-02-13 01:00:00,2025-02-13 07:00:00,ACCIDENT,GROUP__7119-PR__0003,INCIDENT,0.0,0.0,0.0,0.0,0.0,0.0,0.0,True
INCIDENT__223809-webtirf__7179,7179,2025-02-13 07:00:00,2025-02-13 04:00:00,2025-02-13 10:00:00,OTHER_DISRUPTION,GROUP__7179__0010,INCIDENT,0.0,0.0,0.0,0.0,0.0,0.0,0.0,True
INCIDENT__223838-webtirf__9658,9658,2025-02-13 21:00:00,2025-02-13 18:00:00,2025-02-14 00:00:00,ACCIDENT,GROUP__9658__0003,INCIDENT,0.0,0.0,0.0,0.0,0.0,0.0,0.0,True
INCIDENT__223914-webtirf__68025,68025,2025-02-14 04:00:00,2025-02-14 01:00:00,2025-02-14 07:00:00,ACCIDENT,GROUP__68025__0007,INCIDENT,0.0,0.0,0.0,0.0,0.0,0.0,0.0,True
INCIDENT__223917-webtirf__7179,7179,2025-02-14 04:00:00,2025-02-14 01:00:00,2025-02-14 07:00:00,ACCIDENT,GROUP__7179__0011,INCIDENT,0.0,0.0,0.0,0.0,0.0,0.0,0.0,True
INCIDENT__223947-webtirf__7164,7164,2025-02-14 09:00:00,2025-02-14 06:00:00,2025-02-14 12:00:00,ACCIDENT,GROUP__7164__0004,INCIDENT,0.0,0.0,0.0,0.0,0.0,0.0,0.0,True
INCIDENT__224000.0-webtirf__7112,7112,2025-02-15 04:00:00,2025-02-15 01:00:00,2025-02-15 07:00:00,OTHER_DISRUPTION,GROUP__7112__0008,INCIDENT,0.0,0.0,0.0,0.0,0.0,0.0,0.0,True
INCIDENT__224039-webtirf__7168,7168,2025-02-15 17:00:00,2025-02-15 14:00:00,2025-02-15 20:00:00,OTHER_DISRUPTION,GROUP__7168__0006,INCIDENT,0.0,0.0,0.0,0.0,0.0,0.0,0.0,True
INCIDENT__224060.0-webtirf__7275,7275,2025-02-16 04:00:00,2025-02-16 01:00:00,2025-02-16 07:00:00,ACCIDENT,GROUP__7275__0001,INCIDENT,0.0,0.0,0.0,0.0,0.0,0.0,0.0,True
INCIDENT__224121-webtirf__34016,34016,2025-02-17 01:00:00,2025-02-16 22:00:00,2025-02-17 04:00:00,OTHER_DISRUPTION,GROUP__34016__0003,INCIDENT,0.0,0.0,0.0,0.0,0.0,0.0,0.0,True
INCIDENT__224168-webtirf__22001,22001,2025-02-17 09:00:00,2025-02-17 06:00:00,2025-02-17 12:00:00,OTHER_DISRUPTION,GROUP__22001__0003,INCIDENT,0.0,0.0,0.0,0.0,0.0,0.0,0.0,True
INCIDENT__224244-webtirf__7112,7112,2025-02-18 03:00:00,2025-02-18 00:00:00,2025-02-18 06:00:00,OTHER_DISRUPTION,GROUP__7112__0009,INCIDENT,0.0,0.0,0.0,0.0,0.0,0.0,0.0,True
INCIDENT__224250.0-webtirf__F3FWY003,F3FWY003,2025-02-18 03:00:00,2025-02-18 00:00:00,2025-02-18 06:00:00,OTHER_DISRUPTION,GROUP__F3FWY003__0011,INCIDENT,0.0,0.0,0.0,0.0,0.0,0.0,0.0,True
INCIDENT__224259-webtirf__7184,7184,2025-02-18 03:00:00,2025-02-18 00:00:00,2025-02-18 06:00:00,OTHER_DISRUPTION,GROUP__7184__0009,INCIDENT,0.0,0.0,0.0,0.0,0.0,0.0,0.0,True
INCIDENT__224271-webtirf__7120,7120,2025-02-18 05:00:00,2025-02-18 02:00:00,2025-02-18 08:00:00,OTHER_DISRUPTION,GROUP__7120__0013,INCIDENT,0.0,0.0,0.0,0.0,0.0,0.0,0.0,True
INCIDENT__224271-webtirf__7121,7121,2025-02-18 05:00:00,2025-02-18 02:00:00,2025-02-18 08:00:00,OTHER_DISRUPTION,GROUP__7121__0013,INCIDENT,0.0,0.0,0.0,0.0,0.0,0.0,0.0,True
INCIDENT__224287-webtirf__9658,9658,2025-02-18 07:00:00,2025-02-18 04:00:00,2025-02-18 10:00:00,OTHER_DISRUPTION,GROUP__9658__0004,INCIDENT,0.0,0.0,0.0,0.0,0.0,0.0,0.0,True
INCIDENT__224330.0-webtirf__7153,7153,2025-02-18 22:00:00,2025-02-18 19:00:00,2025-02-19 01:00:00,OTHER_DISRUPTION,GROUP__7153__0005,INCIDENT,0.0,0.0,0.0,0.0,0.0,0.0,0.0,True
INCIDENT__224331-webtirf__7112,7112,2025-02-18 22:00:00,2025-02-18 19:00:00,2025-02-19 01:00:00,ACCIDENT,GROUP__7112__0010,INCIDENT,0.0,0.0,0.0,0.0,0.0,0.0,0.0,True
INCIDENT__224346-webtirf__7184,7184,2025-02-19 00:00:00,2025-02-18 21:00:00,2025-02-19 03:00:00,OTHER_DISRUPTION,GROUP__7184__0010,INCIDENT,0.0,0.0,0.0,0.0,0.0,0.0,0.0,True
INCIDENT__224412-webtirf__9849,9849,2025-02-19 05:00:00,2025-02-19 02:00:00,2025-02-19 08:00:00,ACCIDENT,GROUP__9849__0003,INCIDENT,0.0,0.0,0.0,0.0,0.0,0.0,0.0,True
INCIDENT__224420.0-webtirf__7120,7120,2025-02-19 07:00:00,2025-02-19 04:00:00,2025-02-19 10:00:00,OTHER_DISRUPTION,GROUP__7120__0014,INCIDENT,0.0,0.0,0.0,0.0,0.0,0.0,0.0,True
INCIDENT__224420.0-webtirf__7121,7121,2025-02-19 07:00:00,2025-02-19 04:00:00,2025-02-19 10:00:00,OTHER_DISRUPTION,GROUP__7121__0014,INCIDENT,0.0,0.0,0.0,0.0,0.0,0.0,0.0,True
INCIDENT__224428-webtirf__7184,7184,2025-02-19 08:00:00,2025-02-19 05:00:00,2025-02-19 11:00:00,OTHER_DISRUPTION,GROUP__7184__0011,INCIDENT,0.0,0.0,0.0,0.0,0.0,0.0,0.0,True
INCIDENT__224435-webtirf__F3FWY001,F3FWY001,2025-02-19 11:00:00,2025-02-19 08:00:00,2025-02-19 14:00:00,OTHER_DISRUPTION,GROUP__F3FWY001__0002,INCIDENT,0.0,0.0,0.0,0.0,0.0,0.0,0.0,True
