station_id,Abs PM_x,incident_id,Abs PM_y,dt,dis
T0289,-33.455235,238492,151.205383,06/10/2025 05:08:54,0.437
T0290,-33.454796,238492,151.205872,06/10/2025 05:08:54,0.504
T0479-PR,-33.454525,238492,151.206726,06/10/2025 05:08:54,0.579
9658,-33.79353,238575,151.018829,06/10/2025 18:18:16,0.502
7179,-33.817272,238755,150.962784,06/12/2025 10:58:39,0.198
7179,-33.817272,238755,150.962784,06/12/2025 10:58:39,0.198
7179,-33.817272,238755,150.962784,06/12/2025 10:58:39,0.198
T0231,-33.838615,238914,151.143753,06/13/2025 14:30:34,0.397
T0231,-33.838615,238914,151.143753,06/13/2025 14:30:34,0.397
23067,-33.934475,239246,151.15831,06/17/2025 08:24:21,0.515
23067,-33.934475,239246,151.15831,06/17/2025 08:24:21,0.515
23067,-33.934475,239246,151.15831,06/17/2025 08:24:21,0.515
T0345,-33.689632,239295,151.097748,06/17/2025 14:56:38,0.24
T0345,-33.689632,239295,151.097748,06/17/2025 14:56:38,0.24
T0345,-33.689632,239295,151.097748,06/17/2025 14:56:38,0.24
7184,-33.772957,240235,151.135391,06/26/2025 09:01:57,0.038
7153,-33.8651123046875,240247,151.041610717773,06/26/2025 11:33:24,0.477
7119-PR,-33.817974,240298,150.981827,06/26/2025 18:11:46,0.004
7119-PR,-33.817974,240298,150.981827,06/26/2025 18:11:46,0.004
7119-PR,-33.817974,240298,150.981827,06/26/2025 18:11:46,0.004
7119-PR,-33.817974,240298,150.981827,06/26/2025 18:11:46,0.004
7119-PR,-33.817974,240298,150.981827,06/26/2025 18:11:46,0.004
7119-PR,-33.817974,240298,150.981827,06/26/2025 18:11:46,0.004
7119-PR,-33.817974,240298,150.981827,06/26/2025 18:11:46,0.004
7119-PR,-33.817974,240298,150.981827,06/26/2025 18:11:46,0.004
7119-PR,-33.817974,240298,150.981827,06/26/2025 18:11:46,0.004
7119-PR,-33.817974,240298,150.981827,06/26/2025 18:11:46,0.004
7119-PR,-33.817974,240298,150.981827,06/26/2025 18:11:46,0.004
7161,-33.740406,240402,151.060989,06/27/2025 18:18:13,0.337
7161,-33.740406,240402,151.060989,06/27/2025 18:18:13,0.337
33014,-33.806141,228602,151.17952,03/25/2025 14:33:14,0.2
33014,-33.806141,228602,151.17952,03/25/2025 14:33:14,0.198
33014,-33.806141,228602,151.17952,03/25/2025 14:33:14,0.198
33014,-33.806141,228602,151.17952,03/25/2025 14:33:14,0.198
33014,-33.806141,228602,151.17952,03/25/2025 14:33:14,0.221
33014,-33.806141,228602,151.17952,03/25/2025 14:33:14,0.216
33014,-33.806141,228602,151.17952,03/25/2025 14:33:14,0.216
33014,-33.806141,228602,151.17952,03/25/2025 14:33:14,0.216
33014,-33.806141,228602,151.17952,03/25/2025 14:33:14,0.216
33014,-33.806141,228602,151.17952,03/25/2025 14:33:14,0.216
F3FWY003,-33.560299,237607,151.192551,06/01/2025 18:44:39,0.302
F3FWY003,-33.560299,237607,151.192551,06/01/2025 18:44:39,0.302
F3FWY003,-33.560299,237607,151.192551,06/01/2025 18:44:39,0.302
33014,-33.806141,228602,151.17952,03/25/2025 14:33:14,0.216
7153,-33.8651123046875,238393,151.041610717773,06/08/2025 12:27:25,0.023
7153,-33.8651123046875,238393,151.041610717773,06/08/2025 12:27:25,0.023
7153,-33.8651123046875,238393,151.041610717773,06/08/2025 12:27:25,0.023
7153,-33.8651123046875,238393,151.041610717773,06/08/2025 12:27:25,0.023
7150,-33.724922,238796,150.977127,06/12/2025 15:32:03,0.016
7150,-33.724922,238796,150.977127,06/12/2025 15:32:03,0.016
7150,-33.724922,238796,150.977127,06/12/2025 15:32:03,0.144
7163,-33.865181,239062,151.171997,06/15/2025 12:51:47,0.462
7163,-33.865181,239062,151.171997,06/15/2025 12:51:47,0.462
7248,-33.906151,239178,151.040207,06/16/2025 15:09:54,0.011
33014,-33.806141,228602,151.17952,03/25/2025 14:33:14,0.216
68025,-33.816696,239398,150.976623,06/18/2025 14:15:06,0.238
33014,-33.806141,239596,151.17952,06/20/2025 07:20:29,0.547
33014,-33.806141,239596,151.17952,06/20/2025 07:20:29,0.547
10011,-33.876652,239895,151.230606,06/23/2025 15:45:20,0.715
7139,-33.876884,239895,151.228683,06/23/2025 15:45:20,0.874
9658,-33.79353,240095,151.018829,06/25/2025 06:02:12,0.614
9658,-33.79353,240095,151.018829,06/25/2025 06:02:12,0.614
9658,-33.79353,240095,151.018829,06/25/2025 06:02:12,0.614
9658,-33.79353,240095,151.018829,06/25/2025 06:02:12,0.614
9658,-33.79353,240095,151.018829,06/25/2025 06:02:12,0.614
9658,-33.79353,240095,151.018829,06/25/2025 06:02:12,0.614
9658,-33.79353,240095,151.018829,06/25/2025 06:02:12,0.614
33014,-33.806141,240263,151.17952,06/26/2025 12:55:54,0.562
7112,-33.843338,241731,151.043411,07/09/2025 23:40:57,0.208
7179,-33.817272,242544,150.962784,07/18/2025 06:25:52,0.692
7274,-33.779202,243150,150.814102,07/24/2025 15:55:47,0.037
T0231,-33.838615,243694,151.143753,07/29/2025 19:23:12,0.701
10011,-33.876652,242502,151.230606,07/17/2025 15:19:11,0.278
7139,-33.876884,242502,151.228683,07/17/2025 15:19:11,0.101
7274,-33.779202,243146,150.814102,07/24/2025 15:32:55,0.186
7251,-33.874916,243408,151.155319,07/26/2025 10:24:00,0.069
F3FWY004,-33.496265,243528,151.187408,07/28/2025 09:26:10,0.06
7270,-33.793304,243755,151.119659,07/30/2025 13:26:35,0.653
7179,-33.817272,243960,150.962784,07/31/2025 17:49:00,0.038
10011,-33.876652,241668,151.230606,07/09/2025 13:51:07,0.181
7139,-33.876884,241668,151.228683,07/09/2025 13:51:07,0.004
F3FWY003,-33.560299,242058,151.192551,07/13/2025 11:37:56,0.585
7163,-33.865181,242362,151.171997,07/16/2025 08:35:58,0.367
7161,-33.740406,243159,151.060989,07/24/2025 16:13:55,0.082
7112,-33.843338,243487,151.043411,07/27/2025 15:19:08,0.234
7179,-33.817272,241392,150.962784,07/05/2025 15:53:27,0.191
7179,-33.817272,241746,150.962784,07/10/2025 07:08:29,0.129
50240,-33.796436,241835,150.987595,07/10/2025 15:34:05,0.504
7150,-33.724922,241982,150.977127,07/11/2025 21:57:34,0.013
7120,-33.886311,242013,151.217911,07/12/2025 12:10:57,0.134
7121,-33.886032,242013,151.218079,07/12/2025 12:10:57,0.165
53004,-33.75317,242403,151.151077,07/16/2025 15:19:36,0.407
68025,-33.816696,243439,150.976623,07/26/2025 17:22:14,0.178
7248,-33.906151,243714,151.040207,07/30/2025 08:53:26,0.528
7179,-33.817272,241224,150.962784,07/03/2025 20:37:10,0.193
10011,-33.876652,241285,151.230606,07/04/2025 12:39:23,0.252
7139,-33.876884,241285,151.228683,07/04/2025 12:39:23,0.427
9658,-33.79353,241758,151.018829,07/10/2025 09:21:35,0.615
7163,-33.865181,242307,151.171997,07/15/2025 16:04:48,0.32
50240,-33.796436,242161,150.987595,07/15/2025 05:19:32,0.216
10011,-33.876652,243678,151.230606,07/29/2025 16:39:04,0.178
7139,-33.876884,243678,151.228683,07/29/2025 16:39:04,0.004
23067,-33.934475,243930,151.15831,07/31/2025 13:32:37,0.537
7126,-34.035271,243965,151.113007,07/31/2025 19:32:27,0.701
7112,-33.843338,241083,151.043411,07/02/2025 16:02:32,0.296
F3FWY005,-33.429348,241266,151.22467,07/04/2025 10:59:09,0.663
50240,-33.796436,241117,150.987595,07/03/2025 00:16:55,0.51
29005,-33.824696,241425,151.093216,07/06/2025 11:16:25,0.193
7159,-33.888157,241368,150.922974,07/05/2025 11:09:35,0.02
T0288,-33.455536,241643,151.205093,07/09/2025 07:54:09,0.389
T0289,-33.455235,241643,151.205383,07/09/2025 07:54:09,0.432
T0290,-33.454796,241643,151.205872,07/09/2025 07:54:09,0.498
T0479-PR,-33.454525,241643,151.206726,07/09/2025 07:54:09,0.575
51235,-33.81551,242475,151.101105,07/17/2025 11:35:30,0.587
7251,-33.874916,241078,151.155319,07/02/2025 15:40:41,0.649
47024,-33.83889,242905,151.029022,07/22/2025 10:00:30,0.44
33014,-33.806141,243945,151.17952,07/31/2025 15:59:28,0.706
51235,-33.81551,241451,151.101105,07/06/2025 17:45:21,0.182
7274,-33.779202,241642,150.814102,07/09/2025 07:44:32,0.025
10011,-33.876652,241875,151.230606,07/11/2025 03:56:58,0.259
7139,-33.876884,241875,151.228683,07/11/2025 03:56:58,0.108
7161,-33.740406,241884,151.060989,07/11/2025 07:13:40,0.065
7120,-33.886311,241249,151.217911,07/04/2025 08:55:48,0.63
7121,-33.886032,241249,151.218079,07/04/2025 08:55:48,0.601
F3FWY006,-33.395744,243116,151.297058,07/24/2025 12:44:36,0.173
47024,-33.83889,243286,151.029022,07/25/2025 16:56:11,0.286
53004,-33.75317,243831,151.151077,07/31/2025 03:06:18,0.537
7270,-33.793304,243839,151.119659,07/31/2025 06:01:16,0.652
68025,-33.816696,241319,150.976623,07/04/2025 16:26:01,0.411
33014,-33.806141,242323,151.17952,07/15/2025 17:49:46,0.864
68025,-33.816696,242498,150.976623,07/17/2025 15:11:39,0.071
7248,-33.906151,242744,151.040207,07/20/2025 11:00:01,0.384
7112,-33.843338,182922,151.043411,01/23/2024 12:03:20,0.168
7274,-33.779202,240827,150.814102,07/01/2025 21:07:55,0.02
23067,-33.934475,241476,151.15831,07/07/2025 07:09:32,0.337
7161,-33.740406,241754,151.060989,07/10/2025 08:39:43,0.451
33014,-33.806141,242152,151.17952,07/14/2025 20:59:17,0.858
F3FWY001,-33.694206,243814,151.121323,07/30/2025 19:08:55,0.191
7184,-33.772957,243899,151.135391,07/31/2025 10:26:59,0.423
7163,-33.865181,241432,151.171997,07/06/2025 12:25:26,0.229
7164,-33.81562,241463,150.969238,07/07/2025 00:58:19,0.047
51235,-33.81551,241608,151.101105,07/08/2025 15:29:04,0.092
50260,-33.819763,241849,151.05188,07/10/2025 17:13:05,0.176
7161,-33.740406,242339,151.060989,07/16/2025 02:27:38,0.047
50260,-33.819763,243298,151.05188,07/25/2025 18:48:09,0.377
32029,-33.821175,243440,151.149902,07/26/2025 17:38:12,0.218
7163,-33.865181,243569,151.171997,07/28/2025 13:55:33,0.599
7120,-33.886311,243863,151.217911,07/31/2025 08:51:44,0.087
7121,-33.886032,243863,151.218079,07/31/2025 08:51:44,0.053
10011,-33.876652,243850,151.230606,07/31/2025 07:36:52,0.105
7139,-33.876884,243850,151.228683,07/31/2025 07:36:52,0.075
50240,-33.796436,240656,150.987595,07/01/2025 06:20:00,0.086
29005,-33.824696,240721,151.093216,07/01/2025 13:13:30,0.035
7248,-33.906151,241363,151.040207,07/05/2025 10:12:55,0.282
22001,-33.825577,241577,151.233261,07/08/2025 08:23:58,0.469
50240,-33.796436,241879,150.987595,07/11/2025 06:32:17,0.038
68025,-33.816696,241915,150.976623,07/11/2025 11:30:51,0.417
7132,-33.953056,242137,151.137482,07/14/2025 18:24:26,0.02
7163,-33.865181,242427,151.171997,07/16/2025 18:48:02,0.576
51235,-33.81551,242997,151.101105,07/23/2025 09:30:48,0.217
7161,-33.740406,243114,151.060989,07/24/2025 12:35:39,0.027
51235,-33.81551,241192,151.101105,07/03/2025 15:34:21,0.082
7112,-33.843338,241744,151.043411,07/10/2025 06:31:28,0.572
53004,-33.75317,242393,151.151077,07/16/2025 14:06:44,0.45
7251,-33.874916,243360,151.155319,07/25/2025 22:14:54,0.031
7248,-33.906151,241603,151.040207,07/08/2025 14:46:45,0.113
7161,-33.740406,241623,151.060989,07/08/2025 18:27:46,0.45
7120,-33.886311,241738,151.217911,07/10/2025 05:03:36,0.381
7121,-33.886032,241738,151.218079,07/10/2025 05:03:36,0.386
74230,-33.724735,241825,151.086151,07/10/2025 14:54:25,0.015
7153,-33.8651123046875,242201,151.041610717773,07/15/2025 08:50:24,0.028
7163,-33.865181,242436,151.171997,07/17/2025 06:03:05,0.336
7179,-33.817272,242474,150.962784,07/17/2025 11:15:31,0.009
7112,-33.843338,241299,151.043411,07/04/2025 14:26:54,0.121
7248,-33.906151,243769,151.040207,07/30/2025 14:20:32,0.031
7112,-33.843338,240854,151.043411,07/01/2025 23:30:55,0.579
53004,-33.75317,241272,151.151077,07/04/2025 11:11:29,0.455
7179,-33.817272,241459,150.962784,07/06/2025 20:02:43,0.198
7179,-33.817272,242021,150.962784,07/12/2025 14:57:01,0.151
7120,-33.886311,242908,151.217911,07/22/2025 10:08:00,0.12
7121,-33.886032,242908,151.218079,07/22/2025 10:08:00,0.086
7179,-33.817272,243357,150.962784,07/25/2025 21:37:09,0.134
7112,-33.843338,243589,151.043411,07/28/2025 16:03:04,0.106
F3FWY004,-33.496265,242069,151.187408,07/13/2025 17:40:26,0.159
53004,-33.75317,242113,151.151077,07/14/2025 14:03:04,0.609
7179,-33.817272,242124,150.962784,07/14/2025 15:34:30,0.145
53004,-33.75317,243887,151.151077,07/31/2025 10:11:23,0.443
7179,-33.817272,240687,150.962784,07/01/2025 10:01:06,0.652
68025,-33.816696,240828,150.976623,07/01/2025 21:11:29,0.337
7163,-33.865181,241243,151.171997,07/04/2025 07:50:13,0.532
F3FWY005,-33.429348,241633,151.22467,07/09/2025 05:17:06,0.15
74228,-33.723019,241991,151.036606,07/12/2025 00:19:31,0.169
23067,-33.934475,242093,151.15831,07/14/2025 06:58:43,0.406
33014,-33.806141,242317,151.17952,07/15/2025 16:57:47,0.796
T0288,-33.455536,242906,151.205093,07/22/2025 10:03:09,0.108
T0289,-33.455235,242906,151.205383,07/22/2025 10:03:09,0.065
T0290,-33.454796,242906,151.205872,07/22/2025 10:03:09,0.006
T0479-PR,-33.454525,242906,151.206726,07/22/2025 10:03:09,0.089
33014,-33.806141,242313,151.17952,07/15/2025 16:28:47,0.674
47024,-33.83889,241030,151.029022,07/02/2025 12:15:14,0.248
51235,-33.81551,241193,151.101105,07/03/2025 15:39:22,0.118
51235,-33.81551,241515,151.101105,07/07/2025 11:56:39,0.446
7120,-33.886311,242319,151.217911,07/15/2025 17:16:37,0.07
7121,-33.886032,242319,151.218079,07/15/2025 17:16:37,0.036
F3FWY003,-33.560299,242464,151.192551,07/17/2025 10:00:58,0.917
7179,-33.817272,242996,150.962784,07/23/2025 09:21:39,0.502
74229,-33.760658,243039,151.07962,07/23/2025 15:26:29,0.017
7161,-33.740406,243103,151.060989,07/24/2025 10:55:24,0.028
50240,-33.796436,243623,150.987595,07/29/2025 09:08:09,0.504
7272,-33.916008,243829,151.014008,07/31/2025 00:35:57,0.438
10011,-33.876652,243928,151.230606,07/31/2025 13:18:53,0.073
7139,-33.876884,243928,151.228683,07/31/2025 13:18:53,0.123
7112,-33.843338,241731,151.043411,07/09/2025 23:40:57,0.208
7179,-33.817272,242544,150.962784,07/18/2025 06:25:52,0.692
7179,-33.817272,242544,150.962784,07/18/2025 06:25:52,0.692
7179,-33.817272,242544,150.962784,07/18/2025 06:25:52,0.692
7274,-33.779202,243150,150.814102,07/24/2025 15:55:47,0.037
T0231,-33.838615,243694,151.143753,07/29/2025 19:23:12,0.701
33014,-33.806141,241646,151.17952,07/09/2025 09:05:06,0.674
10011,-33.876652,242502,151.230606,07/17/2025 15:19:11,0.278
7139,-33.876884,242502,151.228683,07/17/2025 15:19:11,0.101
7274,-33.779202,243146,150.814102,07/24/2025 15:32:55,0.186
7251,-33.874916,243408,151.155319,07/26/2025 10:24:00,0.069
7251,-33.874916,243408,151.155319,07/26/2025 10:24:00,0.069
7251,-33.874916,243408,151.155319,07/26/2025 10:24:00,0.069
7251,-33.874916,243408,151.155319,07/26/2025 10:24:00,0.069
F3FWY004,-33.496265,243528,151.187408,07/28/2025 09:26:10,0.06
F3FWY004,-33.496265,243528,151.187408,07/28/2025 09:26:10,0.06
7270,-33.793304,243755,151.119659,07/30/2025 13:26:35,0.653
7179,-33.817272,243960,150.962784,07/31/2025 17:49:00,0.038
7179,-33.817272,243960,150.962784,07/31/2025 17:49:00,0.038
7179,-33.817272,243960,150.962784,07/31/2025 17:49:00,0.038
7179,-33.817272,243960,150.962784,07/31/2025 17:49:00,0.038
7179,-33.817272,243960,150.962784,07/31/2025 17:49:00,0.038
7179,-33.817272,243960,150.962784,07/31/2025 17:49:00,0.038
10011,-33.876652,241668,151.230606,07/09/2025 13:51:07,0.181
7139,-33.876884,241668,151.228683,07/09/2025 13:51:07,0.004
10011,-33.876652,241668,151.230606,07/09/2025 13:51:07,0.181
7139,-33.876884,241668,151.228683,07/09/2025 13:51:07,0.004
10011,-33.876652,241668,151.230606,07/09/2025 13:51:07,0.181
7139,-33.876884,241668,151.228683,07/09/2025 13:51:07,0.004
F3FWY003,-33.560299,242058,151.192551,07/13/2025 11:37:56,0.585
7163,-33.865181,242362,151.171997,07/16/2025 08:35:58,0.367
7163,-33.865181,242362,151.171997,07/16/2025 08:35:58,0.367
7161,-33.740406,243159,151.060989,07/24/2025 16:13:55,0.082
7112,-33.843338,243487,151.043411,07/27/2025 15:19:08,0.231
7112,-33.843338,243487,151.043411,07/27/2025 15:19:08,0.234
7112,-33.843338,243487,151.043411,07/27/2025 15:19:08,0.234
7179,-33.817272,241392,150.962784,07/05/2025 15:53:27,0.191
7179,-33.817272,241392,150.962784,07/05/2025 15:53:27,0.191
7179,-33.817272,241392,150.962784,07/05/2025 15:53:27,0.191
7179,-33.817272,241746,150.962784,07/10/2025 07:08:29,0.129
7179,-33.817272,241746,150.962784,07/10/2025 07:08:29,0.129
7179,-33.817272,241746,150.962784,07/10/2025 07:08:29,0.129
7179,-33.817272,241746,150.962784,07/10/2025 07:08:29,0.129
50240,-33.796436,241835,150.987595,07/10/2025 15:34:05,0.504
50240,-33.796436,241835,150.987595,07/10/2025 15:34:05,0.504
50240,-33.796436,241835,150.987595,07/10/2025 15:34:05,0.504
50240,-33.796436,241835,150.987595,07/10/2025 15:34:05,0.504
7150,-33.724922,241982,150.977127,07/11/2025 21:57:34,0.013
7120,-33.886311,242013,151.217911,07/12/2025 12:10:57,0.134
7121,-33.886032,242013,151.218079,07/12/2025 12:10:57,0.165
53004,-33.75317,242403,151.151077,07/16/2025 15:19:36,0.407
53004,-33.75317,242403,151.151077,07/16/2025 15:19:36,0.407
53004,-33.75317,242403,151.151077,07/16/2025 15:19:36,0.407
68025,-33.816696,243439,150.976623,07/26/2025 17:22:14,0.178
68025,-33.816696,243439,150.976623,07/26/2025 17:22:14,0.178
68025,-33.816696,243439,150.976623,07/26/2025 17:22:14,0.178
68025,-33.816696,243439,150.976623,07/26/2025 17:22:14,0.178
7248,-33.906151,243714,151.040207,07/30/2025 08:53:26,0.528
7248,-33.906151,243714,151.040207,07/30/2025 08:53:26,0.528
7112,-33.843338,241083,151.043411,07/02/2025 16:02:32,0.296
7112,-33.843338,241083,151.043411,07/02/2025 16:02:32,0.296
7179,-33.817272,241224,150.962784,07/03/2025 20:37:10,0.193
F3FWY005,-33.429348,241266,151.22467,07/04/2025 10:59:09,0.663
F3FWY005,-33.429348,241266,151.22467,07/04/2025 10:59:09,0.663
F3FWY005,-33.429348,241266,151.22467,07/04/2025 10:59:09,0.663
10011,-33.876652,241285,151.230606,07/04/2025 12:39:23,0.252
7139,-33.876884,241285,151.228683,07/04/2025 12:39:23,0.427
7112,-33.843338,241083,151.043411,07/02/2025 16:02:32,0.296
7112,-33.843338,241083,151.043411,07/02/2025 16:02:32,0.296
9658,-33.79353,241758,151.018829,07/10/2025 09:21:35,0.615
7112,-33.843338,241083,151.043411,07/02/2025 16:02:32,0.296
7163,-33.865181,242307,151.171997,07/15/2025 16:04:48,0.302
7163,-33.865181,242307,151.171997,07/15/2025 16:04:48,0.32
50240,-33.796436,242161,150.987595,07/15/2025 05:19:32,0.216
50240,-33.796436,242161,150.987595,07/15/2025 05:19:32,0.216
7112,-33.843338,241083,151.043411,07/02/2025 16:02:32,0.296
7120,-33.886311,242549,151.217911,07/18/2025 07:26:37,0.102
7121,-33.886032,242549,151.218079,07/18/2025 07:26:37,0.099
F3FWY005,-33.429348,241266,151.22467,07/04/2025 10:59:09,0.663
F3FWY005,-33.429348,241266,151.22467,07/04/2025 10:59:09,0.663
10011,-33.876652,243678,151.230606,07/29/2025 16:39:04,0.178
7139,-33.876884,243678,151.228683,07/29/2025 16:39:04,0.004
23067,-33.934475,243930,151.15831,07/31/2025 13:32:37,0.537
7126,-34.035271,243965,151.113007,07/31/2025 19:32:27,0.701
7126,-34.035271,243965,151.113007,07/31/2025 19:32:27,0.701
7112,-33.843338,241083,151.043411,07/02/2025 16:02:32,0.296
7112,-33.843338,241083,151.043411,07/02/2025 16:02:32,0.296
F3FWY005,-33.429348,241266,151.22467,07/04/2025 10:59:09,0.663
50240,-33.796436,241117,150.987595,07/03/2025 00:16:55,0.51
50240,-33.796436,241117,150.987595,07/03/2025 00:16:55,0.51
7159,-33.888157,241368,150.922974,07/05/2025 11:09:35,0.02
7159,-33.888157,241368,150.922974,07/05/2025 11:09:35,0.02
7159,-33.888157,241368,150.922974,07/05/2025 11:09:35,0.02
7159,-33.888157,241368,150.922974,07/05/2025 11:09:35,0.02
7159,-33.888157,241368,150.922974,07/05/2025 11:09:35,0.02
7159,-33.888157,241368,150.922974,07/05/2025 11:09:35,0.02
7159,-33.888157,241368,150.922974,07/05/2025 11:09:35,0.02
7159,-33.888157,241368,150.922974,07/05/2025 11:09:35,0.02
7159,-33.888157,241368,150.922974,07/05/2025 11:09:35,0.02
7159,-33.888157,241368,150.922974,07/05/2025 11:09:35,0.02
7159,-33.888157,241368,150.922974,07/05/2025 11:09:35,0.02
7159,-33.888157,241368,150.922974,07/05/2025 11:09:35,0.02
7159,-33.888157,241368,150.922974,07/05/2025 11:09:35,0.02
7159,-33.888157,241368,150.922974,07/05/2025 11:09:35,0.02
7159,-33.888157,241368,150.922974,07/05/2025 11:09:35,0.02
29005,-33.824696,241425,151.093216,07/06/2025 11:16:25,0.193
7159,-33.888157,241368,150.922974,07/05/2025 11:09:35,0.02
29005,-33.824696,241425,151.093216,07/06/2025 11:16:25,0.193
7159,-33.888157,241368,150.922974,07/05/2025 11:09:35,0.02
7159,-33.888157,241368,150.922974,07/05/2025 11:09:35,0.02
7159,-33.888157,241368,150.922974,07/05/2025 11:09:35,0.02
7159,-33.888157,241368,150.922974,07/05/2025 11:09:35,0.02
7159,-33.888157,241368,150.922974,07/05/2025 11:09:35,0.02
7159,-33.888157,241368,150.922974,07/05/2025 11:09:35,0.02
7159,-33.888157,241368,150.922974,07/05/2025 11:09:35,0.02
7159,-33.888157,241368,150.922974,07/05/2025 11:09:35,0.02
T0288,-33.455536,241643,151.205093,07/09/2025 07:54:09,0.389
T0289,-33.455235,241643,151.205383,07/09/2025 07:54:09,0.432
T0290,-33.454796,241643,151.205872,07/09/2025 07:54:09,0.498
T0479-PR,-33.454525,241643,151.206726,07/09/2025 07:54:09,0.575
7251,-33.874916,241078,151.155319,07/02/2025 15:40:41,0.649
51235,-33.81551,242475,151.101105,07/17/2025 11:35:30,0.587
51235,-33.81551,242475,151.101105,07/17/2025 11:35:30,0.587
51235,-33.81551,242475,151.101105,07/17/2025 11:35:30,0.587
51235,-33.81551,242475,151.101105,07/17/2025 11:35:30,0.587
51235,-33.81551,242475,151.101105,07/17/2025 11:35:30,0.587
47024,-33.83889,242905,151.029022,07/22/2025 10:00:30,0.44
47024,-33.83889,242905,151.029022,07/22/2025 10:00:30,0.44
47024,-33.83889,242905,151.029022,07/22/2025 10:00:30,0.44
47024,-33.83889,242905,151.029022,07/22/2025 10:00:30,0.44
33014,-33.806141,243945,151.17952,07/31/2025 15:59:28,0.706
7120,-33.886311,241249,151.217911,07/04/2025 08:55:48,0.63
7121,-33.886032,241249,151.218079,07/04/2025 08:55:48,0.601
51235,-33.81551,241451,151.101105,07/06/2025 17:45:21,0.182
51235,-33.81551,241451,151.101105,07/06/2025 17:45:21,0.182
7274,-33.779202,241642,150.814102,07/09/2025 07:44:32,0.025
7274,-33.779202,241642,150.814102,07/09/2025 07:44:32,0.025
7274,-33.779202,241642,150.814102,07/09/2025 07:44:32,0.025
10011,-33.876652,241875,151.230606,07/11/2025 03:56:58,0.259
7139,-33.876884,241875,151.228683,07/11/2025 03:56:58,0.108
7161,-33.740406,241884,151.060989,07/11/2025 07:13:40,0.065
F3FWY006,-33.395744,243116,151.297058,07/24/2025 12:44:36,0.173
47024,-33.83889,243286,151.029022,07/25/2025 16:56:11,0.286
47024,-33.83889,243286,151.029022,07/25/2025 16:56:11,0.286
53004,-33.75317,243831,151.151077,07/31/2025 03:06:18,0.537
53004,-33.75317,243831,151.151077,07/31/2025 03:06:18,0.537
7270,-33.793304,243839,151.119659,07/31/2025 06:01:16,0.652
7270,-33.793304,243839,151.119659,07/31/2025 06:01:16,0.652
7270,-33.793304,243839,151.119659,07/31/2025 06:01:16,0.652
7112,-33.843338,182922,151.043411,01/23/2024 12:03:20,0.168
7112,-33.843338,182922,151.043411,01/23/2024 12:03:20,0.168
7112,-33.843338,182922,151.043411,01/23/2024 12:03:20,0.168
7112,-33.843338,182922,151.043411,01/23/2024 12:03:20,0.168
7112,-33.843338,182922,151.043411,01/23/2024 12:03:20,0.168
7112,-33.843338,182922,151.043411,01/23/2024 12:03:20,0.168
7112,-33.843338,182922,151.043411,01/23/2024 12:03:20,0.168
7112,-33.843338,182922,151.043411,01/23/2024 12:03:20,0.168
7112,-33.843338,182922,151.043411,01/23/2024 12:03:20,0.168
7112,-33.843338,182922,151.043411,01/23/2024 12:03:20,0.168
68025,-33.816696,241319,150.976623,07/04/2025 16:26:01,0.411
68025,-33.816696,241319,150.976623,07/04/2025 16:26:01,0.411
68025,-33.816696,241319,150.976623,07/04/2025 16:26:01,0.411
68025,-33.816696,241319,150.976623,07/04/2025 16:26:01,0.411
68025,-33.816696,241319,150.976623,07/04/2025 16:26:01,0.411
7112,-33.843338,182922,151.043411,01/23/2024 12:03:20,0.168
33014,-33.806141,242323,151.17952,07/15/2025 17:49:46,0.864
33014,-33.806141,242323,151.17952,07/15/2025 17:49:46,0.864
33014,-33.806141,242323,151.17952,07/15/2025 17:49:46,0.864
68025,-33.816696,242498,150.976623,07/17/2025 15:11:39,0.071
7248,-33.906151,242744,151.040207,07/20/2025 11:00:01,0.383
7248,-33.906151,242744,151.040207,07/20/2025 11:00:01,0.384
7274,-33.779202,240827,150.814102,07/01/2025 21:07:55,0.02
23067,-33.934475,241476,151.15831,07/07/2025 07:09:32,0.337
23067,-33.934475,241476,151.15831,07/07/2025 07:09:32,0.337
23067,-33.934475,241476,151.15831,07/07/2025 07:09:32,0.337
7161,-33.740406,241754,151.060989,07/10/2025 08:39:43,0.451
7161,-33.740406,241754,151.060989,07/10/2025 08:39:43,0.451
33014,-33.806141,242152,151.17952,07/14/2025 20:59:17,0.858
33014,-33.806141,242152,151.17952,07/14/2025 20:59:17,0.858
33014,-33.806141,242152,151.17952,07/14/2025 20:59:17,0.858
F3FWY001,-33.694206,243814,151.121323,07/30/2025 19:08:55,0.191
7184,-33.772957,243899,151.135391,07/31/2025 10:26:59,0.423
7184,-33.772957,243899,151.135391,07/31/2025 10:26:59,0.423
7163,-33.865181,241432,151.171997,07/06/2025 12:25:26,0.229
7164,-33.81562,241463,150.969238,07/07/2025 00:58:19,0.047
7164,-33.81562,241463,150.969238,07/07/2025 00:58:19,0.047
50260,-33.819763,241849,151.05188,07/10/2025 17:13:05,0.176
7161,-33.740406,242339,151.060989,07/16/2025 02:27:38,0.047
50260,-33.819763,243298,151.05188,07/25/2025 18:48:09,0.377
50260,-33.819763,243298,151.05188,07/25/2025 18:48:09,0.377
50260,-33.819763,243298,151.05188,07/25/2025 18:48:09,0.377
32029,-33.821175,243440,151.149902,07/26/2025 17:38:12,0.218
7163,-33.865181,243569,151.171997,07/28/2025 13:55:33,0.599
